invoice,day,time,empl_id,empl_full_name,empl_date_of_birth,empl_phone,empl_gender,empl_email,role,pharmacy_id,pharmacy,address_id,city,state,postal code,street_num,street,build_num,pharmacy_phone,pharmacy_email,registration_date,floor_space,payment_type,promotion_channel_id,promotion_channel,promotion_subcategory_id,promotion_subcategory,promotion_id,promotion,discount%,prod_id,prod_name,prod_descr,class_id,class_name,class_descr,subclass,subclass_descr,brand_id,brand_name,supplier_id,supplier,supplier_phone,supplier_email,unit_cost,unit_price,quantity,final_sales_amount
20220101-092445-3,2022-01-01,09:24:45,3,Michael Smith,08/05/1996,(345) 678-9012,male,5620micha@gmail.com,administrator,1,HealthLink ,31,jacksonville,fl,32244,5620,collins rd,68,833375-9858,healthlink @gmail.com,2015-01-14,59.11,cash,0,,13,NONE DISCOUNT,4264,NONE DISCOUNT,0,621,DEXLANSOPRAZOLE/NAPROXEN TABLET 10 MG 50 PCS,"Dexlansoprazole/naproxen tablet 10 mg: A pack of 50 tablets for effective relief from acid reflux and pain, providing lasting comfort.",33,Proton pump inhibitor,Anti-acid medication that reduces stomach acid production.,Inhibitor,Inhibitor: Limits or prevents a specific activity or process.,27,CureTech Laboratories,5690,MedWorks, 777-888-0678,oficial@medworks.com,15.19,17.62,3,52.86
20220101-092503-88,2022-01-01,09:25:03,88,Mia Taylor,08/11/1997,(890) 123-4567,female,6621miylor@gmail.com,seller,30,HappyHeal ,835,rancho santa fe,california,92067,6621,lago lindo,80,(234) 587-8901,happyheal @gmail.com,2019-10-30,53.79,card,0,,13,NONE DISCOUNT,4461,NONE DISCOUNT,0,151,REPAGLINIDE TABLET 20 MG 40 PCS,"Repaglinide tablet is a medication with a strength of 20 mg, available in a pack of 40 tablets.",9,Antidiabetic medication,Controls blood glucose levels in people with diabetes.,Meglitinides,Fast-acting insulin secretagogues that improve blood sugar control in type 2 diabetes.,2,Vitality Labs,5686,MedPro, 905-568-3333,general@medpro.com,37.11,41.19,3,123.57
20220101-092717-74,2022-01-01,09:27:17,74,Isabella Wilson,11/15/1994,(456) 789-0123,female,25025lson@gmail.com,seller,25,MedSmart ,680,lake forest,california,92630,25025,castlewood,66,(789) 082-3456,medsmart @gmail.com,2020-04-23,30.75,cash,0,,13,NONE DISCOUNT,4311,NONE DISCOUNT,0,411,OMEGA-3 CARBOXYLIC ACIDS TABLET 250 MG 100 PCS,"Omega-3 Carboxylic Acids tablet is a 250mg supplement that comes in a pack of 100 pieces, providing essential fatty acids for overall health.",22,Antihyperlipidemic medication,Lowers cholesterol and triglyceride levels in the blood.,Sequestrant,"Food additive used to bind metallic ions, preventing their negative effects in foods and beverages.",16,NeoGen PharmaTech,5683,CareRx, 222-888-9799,oficial@carerx.com,25.79,30.43,1,30.43
20220101-092717-74,2022-01-01,09:27:17,74,Isabella Wilson,11/15/1994,(456) 789-0123,female,25025lson@gmail.com,seller,25,MedSmart ,680,lake forest,california,92630,25025,castlewood,66,(789) 082-3456,medsmart @gmail.com,2020-04-23,30.75,cash,0,,13,NONE DISCOUNT,4311,NONE DISCOUNT,0,606,PANTOPRAZOLE TABLET 50 MG 50 PCS,Pantoprazole tablet 50 mg 50 pcs is a medication used to treat stomach ulcers and acid reflux by reducing the production of stomach acid.,33,Proton pump inhibitor,Anti-acid medication that reduces stomach acid production.,Inhibitor,Inhibitor: Limits or prevents a specific activity or process.,10,AdvancedHealth Pharma,5690,MedWorks, 777-888-0678,oficial@medworks.com,35.79,41.52,2,83.04
20220101-092738-117,2022-01-01,09:27:38,117,Noah Anderson,09/23/1992,(789) 012-3456,female,251hnderson@gmail.com,seller,38,CureFast ,1072,norfolk,virginia,23510,251.0,west bute street,92,(012) 345-6789,curefast @gmail.com,2016-06-20,47.09,card,1,INTERNET,12,SKINCARE AND BEAUTY PRODUCTS,4258,"""GLOW UP ESSENTIALS""",3,40,WELLBUTRIN TABLET 15 MG 40 PCS,"Wellbutrin tablet is an antidepressant medication available in a pack of 40 tablets, each containing 15 mg of the active ingredient.",3,Antidepressant,Mood-lifting medication that reduces symptoms of depression.,Antidepressants,Mood-lifting medications to treat depression and restore emotional balance.,7,WellCare Innovations,5681,HealthPro, 987-654-3210,oficial@healthpro.com,52.36,61.26,3,183.78
20220101-092756-105,2022-01-01,09:27:56,105,Daniel Thompson,11/03/1991,(567) 890-1234,male,907danield@gmail.com,administrator,34,BlueSky ,952,newport news,virginia,23608,907,woodcreek drive,22,(678) 981-2345,bluesky @gmail.com,2018-03-31,48.09,cash,0,,13,NONE DISCOUNT,4263,NONE DISCOUNT,0,7,MORPHINE TABLET 325 MG 60 PCS,"Morphine tablet 325 mg, 60 pcs - a potent pain reliever that comes in a pack of 60 tablets, each containing 325 mg of morphine, providing effective pain management.",1,Analgesics,Pain relievers used to alleviate pain and discomfort.,Opioids,"Powerful pain medications derived from opium, used to treat severe pain but carry the risk of addiction.",28,PrecisionRx Solutions,5681,HealthPro, 987-654-3210,oficial@healthpro.com,61.86,74.85,2,149.7
20220101-092756-35,2022-01-01,09:27:56,35,David Thompson,06/30/1990,(567) 890-1234,male,ddavid89n@gmail.com,seller,13,MedicoAid ,265,south elgin,il,60177,1456,marleigh ln,70,45588-9773,medicoaid @gmail.com,2014-10-29,38.7,card,0,,13,NONE DISCOUNT,4432,NONE DISCOUNT,0,117,DALTEPARIN INJECTION 325 MG 60 PCS,Dalteparin injection 325 mg 60 pcs is a medication used to prevent blood clots and treat certain conditions. It comes in a pack of 60 injections.,7,Anticoagulant,Blood thinning medication to prevent blood clots.,Heparins,Anticoagulant drugs used to prevent blood clotting.,10,AdvancedHealth Pharma,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,56.65,70.25,2,140.5
20220101-092907-97,2022-01-01,09:29:07,97,Joseph Anderson,09/24/1992,(789) 012-3456,male,ephepokfaon@gmail.com,seller,32,AceRelief ,888,suffolk,virginia,23435,133,rabey farm road,75,(456) 799-0123,acerelief @gmail.com,2018-05-10,52.25,cash,0,,13,NONE DISCOUNT,4393,NONE DISCOUNT,0,1032,PYRANTEL PAMOATE TABLET 15 MG 10 PCS,"Pyrantel pamoate tablet is a medication available in a pack of 10, each tablet containing 15 mg. It is used to treat certain types of worm infections.",56,Antihelmintic medication,Kills and prevents the growth of parasitic worms.,Anthelmintic,Medication for treating parasitic worm infections.,50,Teva Pharmaceutical Industries,5694,MedConnect, 543890-7777,oficial@medconnect.com,40.46,50.58,3,151.74
20220101-093209-72,2022-01-01,09:32:09,72,Emily Johnson,08/20/1991,(234) 567-8901,female,25025son@gmail.com,administrator,25,MedSmart ,680,lake forest,california,92630,25025,castlewood,66,(789) 082-3456,medsmart @gmail.com,2020-04-23,30.75,card,0,,13,NONE DISCOUNT,4373,NONE DISCOUNT,0,424,ZAFIRLUKAST TABLET 15 MG 20 PCS,"Zafirlukast tablet is a 15 mg medication available in a pack of 20 pcs, commonly prescribed for asthma or exercise-induced bronchoconstriction.",23,Antiasthmatic,Asthma medication that helps prevent or manage asthma attacks.,Antagonist,"Evil mastermind, cunning and manipulative, with an insatiable thirst for power and control.",21,VitaCore Pharmaceuticals,5681,HealthPro, 987-654-3210,oficial@healthpro.com,64.12,75.02,2,150.04
20220101-093209-72,2022-01-01,09:32:09,72,Emily Johnson,08/20/1991,(234) 567-8901,female,25025son@gmail.com,administrator,25,MedSmart ,680,lake forest,california,92630,25025,castlewood,66,(789) 082-3456,medsmart @gmail.com,2020-04-23,30.75,card,0,,13,NONE DISCOUNT,4373,NONE DISCOUNT,0,566,PHENOXYBENZAMINE TABLET 325 MG 100 PCS,"Phenoxybenzamine tablet: 325 mg, 100 pcs. Used in treating high blood pressure and symptoms of pheochromocytoma.",30,Vasodilator,"Widens blood vessels, promoting increased blood flow to enhance oxygen and nutrient delivery throughout the body.",Nitrovasodilators,"Potent vasodilators that relax and widen blood vessels, improving blood flow and reducing blood pressure.",52,Mylan,5681,HealthPro, 987-654-3210,oficial@healthpro.com,26.32,29.48,1,29.48
20220101-093636-17,2022-01-01,09:36:36,17,Henry Anderson,09/28/1992,(789) 012-3456,male,10442henryderson@gmail.com,seller,7,Sunshine ,193,orland park,il,60467,10442,lynn dv,83,"846378-9766, (890) 128-4567",sunshine @gmail.com,2020-04-21,51.39,card,0,,13,NONE DISCOUNT,4297,NONE DISCOUNT,0,399,FENOFIBRATE TABLET 20 MG 100 PCS,"Fenofibrate tablet (20 mg, 100 pcs) helps reduce cholesterol and triglyceride levels in the blood, promoting heart health.",22,Antihyperlipidemic medication,Lowers cholesterol and triglyceride levels in the blood.,Fibrate,Drug that lowers cholesterol and triglyceride levels.,31,MedVantage Labs,5690,MedWorks, 777-888-0678,oficial@medworks.com,45.95,55.6,2,111.2
20220101-093645-119,2022-01-01,09:36:45,119,Benjamin Hernandez,10/19/1993,(901) 234-5678,male,251benjnjaminepdez@gmail.com,seller,38,CureFast ,1072,norfolk,virginia,23510,251,west bute street,92,(012) 345-6789,curefast @gmail.com,2016-06-20,47.09,cash,0,,13,NONE DISCOUNT,4342,NONE DISCOUNT,0,150,ROSIGLITAZONE TABLET 250 MG 30 PCS,"Rosiglitazone tablet, 250 mg, 30 pcs. An oral medication used to treat type 2 diabetes by controlling blood sugar levels.",9,Antidiabetic medication,Controls blood glucose levels in people with diabetes.,Thiazolidinedione,Diabetes medication that helps lower blood sugar levels.,44,Bayer,5679,MedSource, 126-987-6543,help@medsource.com,35.2,38.72,1,38.72
20220101-093645-119,2022-01-01,09:36:45,119,Benjamin Hernandez,10/19/1993,(901) 234-5678,male,251benjnjaminepdez@gmail.com,seller,38,CureFast ,1072,norfolk,virginia,23510,251.0,west bute street,92,(012) 345-6789,curefast @gmail.com,2016-06-20,47.09,cash,0,,13,NONE DISCOUNT,4342,NONE DISCOUNT,0,316,FLAVOXATE TABLET 100 MG 30 PCS,"Flavoxate tablet 100 mg 30 pcs: Effective medication to relieve urinary bladder spasms, providing quick and long-lasting relief.",17,Anticholinergic,"Inhibits acetylcholine activity, reducing cholinergic effects.",Anticholinergic,"Blocks the action of acetylcholine, affecting the parasympathetic nervous system.",13,OmniCure Pharmaceuticals,5690,MedWorks, 777-888-0678,oficial@medworks.com,19.38,23.64,2,47.28
20220101-094006-39,2022-01-01,09:40:06,39,Alexander Hernandez,10/22/1993,(901) 234-5678,male,fhernandz@gmail.com,administrator,14,EliteHealth ,359,chicago,il,60628,454,wst 111th str,93,784490-0876,elitehealth @gmail.com,2021-03-18,50.44,cash,0,,13,NONE DISCOUNT,4461,NONE DISCOUNT,0,339,DICYCLOMINE TABLET 250 MG 30 PCS,"Dicyclomine tablet, 250 mg strength, containing 30 pieces. Commonly prescribed for gastrointestinal issues.",19,Antispasmodic,Relieves muscle spasms and cramps,Antispasmodic,Relieves muscle spasms and cramps.,46,AbbVie,5690,MedWorks, 777-888-0678,oficial@medworks.com,46.49,59.97,2,119.94
20220101-094136-80,2022-01-01,09:41:36,80,Olivia Brown,05/03/1991,(012) 345-6789,female,olwn@gmail.com,administrator,27,StarCure ,703,pleasanton,california,94588,,stoneridge ml roa,67,(901) 234-5678,starcure @gmail.com,2017-09-22,54.46,cash,0,,13,NONE DISCOUNT,4415,NONE DISCOUNT,0,706,RESOLOR TABLET 10 MG 10 PCS,Resolor tablet is a 10 mg medication that comes in a pack of 10. It helps relieve symptoms of chronic constipation by promoting bowel movements.,38,Gastrointestinal stimulant,"Stimulates gastrointestinal activity, including motility and secretion.",Cholinergic,"Cholinergic: Nerves that release acetylcholine to activate muscle contraction, stimulate glands, and regulate memory and mood.",43,AstraZeneca,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,41.81,47.25,2,94.5
20220101-094136-80,2022-01-01,09:41:36,80,Olivia Brown,05/03/1991,(012) 345-6789,female,olwn@gmail.com,administrator,27,StarCure ,703,pleasanton,california,94588,,stoneridge ml roa,67,(901) 234-5678,starcure @gmail.com,2017-09-22,54.46,cash,0,,13,NONE DISCOUNT,4415,NONE DISCOUNT,0,1014,CYCLOSERINE CAPSULE 50 MG 20 PCS,"Cycloserine capsule is a 50 mg strength medication that comes in a pack of 20 pieces, commonly used to treat tuberculosis and certain psychiatric disorders.",55,Antituberculosis drug,TB drug that kills bacteria and helps in treating tuberculosis.,Aminoglycoside,Potent antibiotics that target gram-negative bacteria by hindering protein synthesis.,19,SunHealth Innovations,5678,PharmaMart, 555-123-4567,oficial@pharmamart.com,11.7,15.21,2,30.42
20220101-094354-101,2022-01-01,09:43:54,101,William Davis,12/13/1994,(123) 456-7890,male,17williamepokfdavis@gmail.com,administrator,33,LifeSavers ,929,chesapeake,virginia,23320,1727,fisher avenue,17,(567) 850-1234,lifesavers @gmail.com,2020-05-04,38.42,cash,0,,13,NONE DISCOUNT,4474,NONE DISCOUNT,0,661,SONATA TABLET 5 MG 50 PCS,Sonata tablet 5 mg 50 pcs is a medication used for the short-term treatment of insomnia. It helps patients fall asleep faster and stay asleep longer.,36,Sleeping aid,Helps you sleep peacefully and wake up refreshed.,Sedative,Calming medication that induces sleep.,21,VitaCore Pharmaceuticals,5684,MediSupply, 777-333-1111,medi_supply@medi.com,35.89,46.66,1,46.66
20220101-094424-120,2022-01-01,09:44:24,120,Evelyn Brown,05/01/1991,(012) 345-6789,female,evefbrown@gmail.com,administrator,38,CureFast ,1072,norfolk,virginia,23510,251,west bute street,92,(012) 345-6789,curefast @gmail.com,2016-06-20,47.09,cash,0,,13,NONE DISCOUNT,4424,NONE DISCOUNT,0,1027,ALBENDAZOLE TABLET 250 MG 20 PCS,"Albendazole tablet, 250 mg - 20 pcs, effective treatment for various parasitic infections.",56,Antihelmintic medication,Kills and prevents the growth of parasitic worms.,Anthelmintics,Medication for treating parasitic worm infections.,55,Astellas Pharma,5681,HealthPro, 987-654-3210,oficial@healthpro.com,51.47,64.85,1,64.85
20220101-094618-91,2022-01-01,09:46:18,91,Ethan Davis,05/10/1993,(123) 456-7890,male,1505e@gmail.com,seller,31,MetroMed ,868,hampton,virginia,23666,1505.0,wildwood drv,68,(345) 688-9012,metromed @gmail.com,2015-12-23,57.4,cash,0,,13,NONE DISCOUNT,4356,NONE DISCOUNT,0,1087,VITAMIN B12 (COBALAMIN) TABLET 80 MG 100 PCS,"Vitamin B12 (Cobalamin) tablet is a 80 mg supplement, available in a pack of 100 tablets, essential for maintaining healthy nerve cells and red blood cells.",60,Vitamin,Essential nutrient for overall health and well-being.,B-complex,B-complex: Vitamin supplement with essential B vitamins for optimal health and energy.,11,CurePro Pharmaceuticals,5684,MediSupply, 777-333-1111,,46.94,52.1,2,104.2
20220101-094654-31,2022-01-01,09:46:54,31,Joseph Davis,05/08/1993,(123) 456-7890,male,,administrator,11,CureAll ,241,chicago,il,60617,10916.0,sth buffalo avenue,86,755590-9888,cureall @gmail.com,2016-05-17,27.5,card,0,,13,NONE DISCOUNT,4335,NONE DISCOUNT,0,241,DOMPERIDONE TABLET 15 MG 40 PCS,"Domperidone tablet, 15 mg strength, pack of 40 tablets. Used to treat conditions affecting the digestive system.",14,Antiemetic,Nausea and vomiting relief medication.,Agent,Secretive super-spy. Master of disguise. Always one step ahead.,13,OmniCure Pharmaceuticals,5681,HealthPro, 987-654-3210,oficial@healthpro.com,40.37,48.04,1,48.04
20220101-094654-31,2022-01-01,09:46:54,31,Joseph Davis,05/08/1993,(123) 456-7890,male,,administrator,11,CureAll ,241,chicago,il,60617,10916.0,sth buffalo avenue,86,755590-9888,cureall @gmail.com,2016-05-17,27.5,card,0,,13,NONE DISCOUNT,4335,NONE DISCOUNT,0,1093,VITAMIN Q (COENZYME Q10) TABLET 10 MG 50 PCS,"Vitamin Q (Coenzyme Q10) tablet 10 mg 50 pcs helps support healthy energy production, cardiovascular health, and antioxidant protection.",60,Vitamin,Essential nutrient for overall health and well-being.,Vitamins,Essential nutrients for overall health and wellbeing.,46,AbbVie,5678,PharmaMart, 555-123-4567,oficial@pharmamart.com,53.55,60.51,1,60.51
20220101-095048-51,2022-01-01,09:50:48,51,Andrew Davis,05/11/1993,(123) 456-7890,male,11andrewandrewepokfdavis@gmail.com,administrator,18,CentralCure ,458,ridge,n.y,11961,11.0,canarsie tr,17,957397-0586,centralcure @gmail.com,2015-12-22,39.56,cash,0,,13,NONE DISCOUNT,4416,NONE DISCOUNT,0,99,INDOMETHACIN TABLET 5 MG 30 PCS,"Indomethacin tablets, 5mg strength, 30 pcs pack. Used to reduce inflammation, pain, and stiffness caused by various medical conditions.",6,Anti-inflammatory,"Reduces swelling and inflammation, providing relief from pain and discomfort.",Corticosteroid,"Anti-inflammatory drugs that mimic cortisol, a hormone produced by the adrenal glands.",51,Boehringer Ingelheim,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,46.92,56.77,3,170.31
20220101-095315-79,2022-01-01,09:53:15,79,Daniel Hernandez,10/21/1993,(901) 234-5678,male,daz@gmail.com,seller,27,StarCure ,703,pleasanton,california,94588,,stoneridge ml roa,67,(901) 234-5678,starcure @gmail.com,2017-09-22,54.46,card,1,INTERNET,3,VITAMINS AND SUPPLEMENTS,4217,"""SUPPLEMENT SUPER SAVINGS""",13,389,TERUTROBAN TABLET 40 MG 10 PCS,Terutroban tablet 40 mg 10 pcs is a medication used to prevent blood clots in patients with cardiovascular diseases.,21,Antiplatelet agent,Medication that prevents blood clotting and reduces the risk of heart attack and stroke.,Antagonist,Prevents blood clotting,8,AlphaRx Pharmaceuticals,5681,HealthPro, 987-654-3210,oficial@healthpro.com,45.15,51.47,2,102.94
20220101-095733-109,2022-01-01,09:57:33,109,Noah Hernandez,03/14/1992,(901) 234-5678,male,dz@gmail.com,administrator,35,MedChoice ,963,york-county,virginia,23693,102.0,myers r,83,(789) 012-3456,medchoice @gmail.com,2015-08-06,29.34,card,2,FLYER,2,PERSONAL CARE PRODUCTS,4210,“GLOW & GO: REVITALIZE YOUR LOOK!”,8,535,CHLORZOXAZONE TABLET 80 MG 60 PCS,"Chlorzoxazone tablet 80 mg (60 pcs) is a muscle relaxant medication used to relieve pain, discomfort, and stiffness caused by muscle conditions.",29,Muscle relaxant,Relieves muscle tension and spasms effectively.,Relaxants,Relaxants: Medications that promote relaxation and reduce tension and anxiety in the body.,1,MediGen Pharmaceuticals,5679,MedSource, 126-987-6543,help@medsource.com,22.15,27.69,1,27.69
20220101-095751-83,2022-01-01,09:57:51,83,James Smith,02/06/1996,(345) 678-9012,male,fsmith@gmail.com,seller,28,RedCross ,742,oceanside,california,92057,3621,vis campana south,65,"(012) 305-6789, (678) 901-2345",redcross @gmail.com,2015-03-25,39.84,cash,0,,13,NONE DISCOUNT,4262,NONE DISCOUNT,0,799,TRAMADOL TABLET 20 MG 30 PCS,Tramadol tablet 20 mg - a pack of 30 pcs medication for effective pain relief.,44,Opioid,Pain-relieving drugs that can be highly addictive and lead to opioid abuse and overdose.,Opioid,Powerful painkillers often prescribed for managing severe pain but highly addictive and potentially dangerous.,3,LifePharma Solutions,5688,ReliableMeds, 123-456-7899,oficial@reliablemeds.com,36.64,45.07,1,45.07
20220101-095751-83,2022-01-01,09:57:51,83,James Smith,02/06/1996,(345) 678-9012,male,fsmith@gmail.com,seller,28,RedCross ,742,oceanside,california,92057,3621,vis campana south,65,"(012) 305-6789, (678) 901-2345",redcross @gmail.com,2015-03-25,39.84,cash,0,,13,NONE DISCOUNT,4262,NONE DISCOUNT,0,1038,OXAMNIQUINE TABLET 100 MG 60 PCS,"Oxamniquine tablet 100 mg, 60 pcs, is a medication used to treat Schistosomiasis, a parasitic infection. It helps eliminate adult Schistosoma parasites from the body.",56,Antihelmintic medication,Kills and prevents the growth of parasitic worms.,Anthelmintic,Medication for treating parasitic worm infections.,20,PureLife Labs,5694,MedConnect, 543890-7777,oficial@medconnect.com,58.79,70.55,2,141.1
20220101-095805-37,2022-01-01,09:58:05,37,Henry Anderson,09/26/1992,(789) 012-3456,male,nryhenr@gmail.com,seller,14,EliteHealth ,359,chicago,il,60628,454,wst 111th str,93,784490-0876,elitehealth @gmail.com,2021-03-18,50.44,card,0,,13,NONE DISCOUNT,4418,NONE DISCOUNT,0,129,PERAMIVIR SOLUTION 100 ML,"Peramivir solution 100 ml is an antiviral medication used to treat influenza infections, offering effective relief in a convenient dosage.",8,Antiviral,"Inhibit viral replication, treating and preventing viral infections. ",Antiviral,"Inhibit viral replication, treating and preventing viral infections. ",45,Eli Lilly,5678,PharmaMart, 555-123-4567,oficial@pharmamart.com,37.67,48.97,1,48.97
